,lemma,language,headline,definition,detail,href
464,شرب,ajp,Verb,"to drink, to take (medicine)","ما بشرب نبيد.
mā bašrab nbīd.
I don't drink wine.
شربت الدوا.
širbat id-dawa.
She took the medicine.",/wiki/%D8%B4%D8%B1%D8%A8
465,شرب,ajp,Verb,to smoke,,/wiki/%D8%B4%D8%B1%D8%A8
466,شكر,ajp,Verb,to thank,"أشكرك
ʔaškorak
I thank you
أشكرك
ʔaškorek
I thank you",/wiki/%D8%B4%D9%83%D8%B1
467,شكرًا,ajp,Interjection,"thanks, thank you","شكرا كتير
šukran ktīr
thank you very much",
468,شكل,ajp,Noun,"form, shape, appearance",,/wiki/%D8%B4%D9%83%D9%84
469,شكل,ajp,Noun,"(by extension, with enclitic determiner) to seem","شكله صاحبي أصوله لبنانيّة.
šiklo ṣāḥbi ʔuṣūlo lubnāniyye
It seems my friend's origins are Lebanese.",/wiki/%D8%B4%D9%83%D9%84
470,شكّل,ajp,Verb,"to form, to shape, to give shape to",,
471,شمس,ajp,Noun,sun,,/wiki/%D8%B4%D9%85%D8%B3
472,شمّس,ajp,Verb,to be sunny,"(الدنيا) عم بتشمّس.
(id-dinya) ʕam bitšammas.
It's sunny.",
473,شمّس,ajp,Verb,"to air, to spread out to dry in the sun","شمّسنا الفراش.
šammasna l-frāš
We aired the bedding.",
474,شوب,ajp,Noun,(of the weather) heat,"الدنيا شوب.
id-dinya šōb
It's hot.
The world is heat.",/wiki/%D8%B4%D9%88%D8%A8
475,شوربة,ajp,Noun,soup,"شوربة عدس
šōrabet ʕadas
lentil soup",/wiki/%D8%B4%D9%88%D8%B1%D8%A8%D8%A9
476,شوفير,ajp,Noun,driver,,/wiki/%D8%B4%D9%88%D9%81%D9%8A%D8%B1
477,شوي,ajp,Adverb,"a little, a bit","كننا نحكي قبل شوي.
kunna niḥki ʔabl šwayy
We were talking a little while ago.
We were talking a little before.
أنا مضغوط شويّ هالإيّام.
ʔana maḍḡūṭ šwayy hal-ʔiyyām
I'm a bit under pressure these days.",/wiki/%D8%B4%D9%88%D9%8A
478,شويّ,ajp,Noun,Alternative form of شويّة‎ (šwayye),,
479,شويّة,ajp,Noun,"a little, a bit","حوّش شويّة مصاري.
ḥawwaš šwayyet maṣāri
He saved a bit of money.",
480,شويّة,ajp,Adverb,Alternative form of شويّ‎ (šwayy),,
481,شوّب,ajp,Verb,(of the weather) to be hot,,
482,شوّه,ajp,Verb,"to distort, to deform to disfigure","عم يشوّهو الحقيقة.
ʔam yšawwhu il-ḥaʔīʔa
They're distorting the truth.",
483,شي,ajp,Noun,Alternative form of إشي‎ (ʔiši): thing,,/wiki/%D8%B4%D9%8A
484,شي,ajp,Pronoun,Alternative form of إشي‎ (ʔiši): something; anything,,/wiki/%D8%B4%D9%8A
485,شي,ajp,Determiner,"akin to an indefinite article: some, any, one","يا ريت أشوفه إذا برجع شي يوم.
yā rēt ʔašūfo ʔiza birjaʕ ši yōm
I would love to see him if he comes back someday.",/wiki/%D8%B4%D9%8A
486,شيكل,ajp,Noun,shekel (currency unit),,/wiki/%D8%B4%D9%8A%D9%83%D9%84
487,صابون,ajp,Noun,(uncountable) soap,"غسّل إيديك بالصابون!
ḡassel ʔīdēk biṣ-ṣābūn!
Wash your hands with soap!",/wiki/%D8%B5%D8%A7%D8%A8%D9%88%D9%86
488,صابونة,ajp,Noun,(uncountable) soap,,/wiki/%D8%B5%D8%A7%D8%A8%D9%88%D9%86%D8%A9
489,صابونة,ajp,Noun,piece of soap,,/wiki/%D8%B5%D8%A7%D8%A8%D9%88%D9%86%D8%A9
490,صابونة,ajp,Noun,kneecap,"صابونة الركبة
ṣābūnet ir-rukbe
kneecap",/wiki/%D8%B5%D8%A7%D8%A8%D9%88%D9%86%D8%A9
491,صاحب,ajp,Verb,to befriend,"ما بحبّ تصاحب أولاد يستخدمو ألفاظ سيئة.
mā baḥebb tṣāḥeb ʔawlād yistaḵdimu ʔalfāẓ sayʔa
I don't like that you befriend kids who use cusswords.",/wiki/%D8%B5%D8%A7%D8%AD%D8%A8
492,صاحب,ajp,Verb,(by extension) to become someone's boyfriend or girlfriend,,/wiki/%D8%B5%D8%A7%D8%AD%D8%A8
493,صاحب,ajp,Noun,"friend, companion",,/wiki/%D8%B5%D8%A7%D8%AD%D8%A8
494,صاحب,ajp,Noun,(by extension) boyfriend,,/wiki/%D8%B5%D8%A7%D8%AD%D8%A8
495,صاحب,ajp,Noun,"owner, possessor","صاحب البيت
ṣāḥeb il-bēt
the landlord
the owner of the house",/wiki/%D8%B5%D8%A7%D8%AD%D8%A8
496,صار,ajp,Verb,to happen,"بكرا منشوف شو بصير.
bukra minšūf šū biṣīr.
Tomorrow we'll see what happens.
شو صاير؟
šū ṣāyer?
What's going on?
What's happening?",/wiki/%D8%B5%D8%A7%D8%B1
497,صار,ajp,Verb,to become,"صرت أطول منّي.
ṣirt aṭwal minni.
You've become taller than me.
شوف إذا صار كيلو.
šūf iza ṣār kīlo.
See if it's a kilo yet.
See if it became a kilo.
صارت الدنيا ليل.
ṣārat id-dinya lēl.
It got dark.
The world became night.",/wiki/%D8%B5%D8%A7%D8%B1
498,صار,ajp,Verb,"(auxiliary) to start (an action), to come to (a state of affairs)","البنت صارت تبكي.
il-bint ṣārat tibkī.
The girl started to cry.
صار عنده مصاري.
ṣār ʕendo maṣari.
He's got money now.
He came to have money.
رنّلي إذا بصير معك وقت.
rinnli iza biṣīr maʕak waqt.
Call me if you come to have some time.",/wiki/%D8%B5%D8%A7%D8%B1
499,صام,ajp,Verb,to fast,"المسلمين بصومو في شهر رمضان.
il-muslimīn biṣūmu fi šahr ramaḍān.
Muslims fast in the month of Ramadan.",/wiki/%D8%B5%D8%A7%D9%85
500,صبّ,ajp,Verb,"to pour, to pour out",,
501,صحي,ajp,Verb,"(intransitive) to wake up, to get sober","اعمليلي فنجان قهوة منشان أصحى
iʕmilīly finjān qahwe minšān aṣḥa
Make me a cup of coffee so I can wake up.
بلّش يصحى بعد الحفلة
ballaš yiṣḥa bʔad il-ḥafle
He began to sober up after the party.",/wiki/%D8%B5%D8%AD%D9%8A
502,صدّق,ajp,Verb,to believe,"بتصدّقي إنّها بتقلّي إنّه رنا قالتلها إنّي أنا بغار منها لأنّه صوتها حلو؟
bitṣaddʔi ʔinnha bitʔolli ʔinno Rana ʔālat-ilha ʔinni ʔana baḡār minha liʔanno ṣōtha ḥilo
Can you believe she tells me that Rana told her that I'm jealous of her because her voice is nice?",
503,صرماية,ajp,Noun,"(pair of) shoes, slippers","فردة صرماية
fardet ṣurmāye
a (single) shoe",/wiki/%D8%B5%D8%B1%D9%85%D8%A7%D9%8A%D8%A9
504,صفرة,ajp,Noun,dining table,"غرفة الصفرة
ḡurfet iṣ-ṣufra
dining room",/wiki/%D8%B5%D9%81%D8%B1%D8%A9
505,صلّح,ajp,Verb,"to fix, to repair, to correct","عادي أضلّ أصلّحلك كلشي، صحّ؟
ʕādi ʔaḍall ʔaṣalleḥ-lak kul-ši ṣaḥḥ
It's OK for me to keep correcting everything for you, right?",
506,صنوبر,ajp,Noun,(collective) pine nuts,,/wiki/%D8%B5%D9%86%D9%88%D8%A8%D8%B1
507,صنوبر,ajp,Noun,"(collective) pines, pine trees","شجرة صنوبر
šajret ṣnōbar
a pine tree",/wiki/%D8%B5%D9%86%D9%88%D8%A8%D8%B1
508,صوّر,ajp,Verb,"to photograph, to take a picture","ضلّت تصوّر حالها زيّ كإنّها بتشتغل معنا.
ḍallat tṣawwer ḥālha zayy kaʔinnha btištaḡel maʕna
She kept taking pictures of herself as though she were working with us.",
509,ضعيف,ajp,Adjective,weak,,/wiki/%D8%B6%D8%B9%D9%8A%D9%81
510,ضعيف,ajp,Adjective,thin (of a person),"البنت ضعيفة، لازم تاكل موز.
il-bint ḍʕīfe, lāzem tākol mōz.
The girl is thin, she should eat bananas.",/wiki/%D8%B6%D8%B9%D9%8A%D9%81
511,ضلّ,ajp,Verb,"to stay, to remain","إحنا رح نطلع، ما رح نضلّ بالبيت.
ʔiḥna raḥ niṭlaʕ, mā raḥ nḍall bil-bēt
We're going out, we're not going to stay at home.",
512,ضلّ,ajp,Verb,"(by extension, with enclitic determiner) to continue, to keep doing","قلتلّه ألف مرّة ما يضلّه يسبسب.
ʔult-illo ʔalf marra ma yḍallօ ysabsib
I told him a thousand times not to keep cursing.
ما تضلّكش تسأل إذا عادي.
mā tḍallak-š tisʔal ʔiza ʕādi
Don't go on asking if it's OK.",
513,ضهر,ajp,Noun,noon,"بعد الضهر
baʕd iḍ-ḍuhr
afternoon",/wiki/%D8%B6%D9%87%D8%B1
514,ضهر,ajp,Noun,"time, instance",,/wiki/%D8%B6%D9%87%D8%B1
515,ضهر,ajp,Noun,back (of the body),,/wiki/%D8%B6%D9%87%D8%B1
516,طارئ,ajp,Adjective,"unexpected, exceptional","حالة طارئة
ḥāle tāriʔa
emergency",/wiki/%D8%B7%D8%A7%D8%B1%D8%A6
517,طرد,ajp,Verb,"to kick out, to throw out, to evict",,/wiki/%D8%B7%D8%B1%D8%AF
518,طرد,ajp,Verb,to fire (from a job),,/wiki/%D8%B7%D8%B1%D8%AF
519,طرد,ajp,Verb,"to deport, to banish, to exile, to expel",,/wiki/%D8%B7%D8%B1%D8%AF
520,طرد,ajp,Noun,"parcel, package",,/wiki/%D8%B7%D8%B1%D8%AF
521,طرد,ajp,Noun,swarm,"طرد نحل
ṭard naḥl
a swarm of bees",/wiki/%D8%B7%D8%B1%D8%AF
522,طلب,ajp,Verb,"to request, to order, to ask for","ولد في الشارع طلب منّي مصاري.
walad fiš-šāreʕ ṭalab minni maṣāri
A kid in the street asked me for money.",/wiki/%D8%B7%D9%84%D8%A8
523,طلع,ajp,Verb,"to go up, to rise","هو طلع لفوق.
huwwe ṭileʕ la-fōʔ.
He went upstairs.",/wiki/%D8%B7%D9%84%D8%B9
524,طلع,ajp,Verb,"to go out, to exit","ما تطلع من البيت.
mā tiṭlaʕ min il-bēt.
Don't go out from the house.",/wiki/%D8%B7%D9%84%D8%B9
525,طلع,ajp,Verb,"to leave, to depart","امتى بطلع الباص؟
emta biṭlaʕ il-bāṣ?
What time does the bus leave?",/wiki/%D8%B7%D9%84%D8%B9
526,طلع,ajp,Verb,"to turn out, to come out, to emerge","بتمنّى انّه يطلعو اولاد مناح.
batmanna inno yiṭlaʕu ūlād mnāḥ.
I hope they turn out to be good kids.
ما عم تطلع معي الصورة زي ما بدّي.
mā ʕamm tiṭlaʕ maʕi iṣ-ṣūra zayy mā biddi.
The picture isn't coming out like I want it.",/wiki/%D8%B7%D9%84%D8%B9
527,طلّع,ajp,Verb,to take or bring up,,
528,طلّع,ajp,Verb,to take out,,
529,طول,ajp,Noun,length,,/wiki/%D8%B7%D9%88%D9%84
530,طول,ajp,Noun,height (of a person),,/wiki/%D8%B7%D9%88%D9%84
531,طوّالي,ajp,Adverb,"straight away, at once","لازم يطلع طوالي.
lāzem yiṭlaʕ ṭawwāli
He must leave straight away.",
532,طوّل,ajp,Verb,"to last, to take time (esp. a long time)",,
533,طوّل,ajp,Verb,"to lengthen, to extend","طوّل بالك.
ṭawwel bālak
Be patient.
Lengthen your mind.",
534,طيّارة,ajp,Noun,"plane, airplane",,
535,طيّارة,ajp,Noun,kite,,
536,ظنّ,ajp,Verb,"to think, to suppose, to guess (that something is the case)","أظن هيك رح أعمل.
ʔaẓonn hēk raḥ ʔaʕmil
I guess that's what I'll do.
ما أظنّ هي بتحكي هيك إشي.
mā ʔaẓonn hiyye btiḥki hēk ʔiši
I don't think she would say such a thing.
هو أرمني، على ما اظنّ.
huwwe ʔarmani, ʕala mā ʔaẓonn
He's Armenian, as far as I know.
He's Armenian, as I suppose.",
537,ظهر,ajp,Verb,"to appear, to seem",,/wiki/%D8%B8%D9%87%D8%B1
538,ظهر,ajp,Noun,noon,"بعد الظهر
baʕd iḍ-ḍuhr
afternoon",/wiki/%D8%B8%D9%87%D8%B1
539,ظهر,ajp,Noun,"time, instance",,/wiki/%D8%B8%D9%87%D8%B1
540,ظهر,ajp,Noun,back (of the body),,/wiki/%D8%B8%D9%87%D8%B1
541,عاد,ajp,Verb,(intransitive) to return,,/wiki/%D8%B9%D8%A7%D8%AF
542,عاد,ajp,Verb,"to repeat, to redo","هاي في حال ما بحتاجش أعيد امتحان منهم.
hāy fi ḥāl ma baḥtāj-š ʔaʕīd imtiḥān minhom
This is in the event that I don't need to resit any of the exams.
This is in the situation (that) I don't need to redo any exam from (among) them.",/wiki/%D8%B9%D8%A7%D8%AF
543,عاش,ajp,Verb,"to live, to be alive",,/wiki/%D8%B9%D8%A7%D8%B4
544,عاش,ajp,Verb,(by extension) to reside (somewhere),"هو عايش عند أهله، بس بدّه يعيش لحاله.
huwwe ʕāyeš ʕend ahlo, bas biddo yʕīš la-ḥālo.
He's living at his parents' place, but wants to live by himself.",/wiki/%D8%B9%D8%A7%D8%B4
545,عالي,ajp,Adjective,"high, tall",,/wiki/%D8%B9%D8%A7%D9%84%D9%8A
546,عالي,ajp,Adjective,loud,"بحبّ أسمع موسيقى بصوت عالي
baḥebb ʔasmaʕ mūsīqa bṣōt ʕāli
I like to listen to music out loud.",/wiki/%D8%B9%D8%A7%D9%84%D9%8A
547,عبارة,ajp,Noun,"phrase, expression, saying",,/wiki/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A9
548,عبارة,ajp,Noun,(+ عن‎) to consist of; in other words,"الحركة عبارة عن ستّ خطوات.
il-ḥarake ʕibāra ʕan sitt ḵuṭwāt
The move consists of six steps.",/wiki/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A9
549,عتم,ajp,Adjective,dark,,/wiki/%D8%B9%D8%AA%D9%85
550,عتّم,ajp,Verb,(intransitive) to darken,"(الدنيا) عم بتعتّم.
(id-dinya) ʕam bitʕattem.
It's getting dark.",
551,عتّم,ajp,Verb,"(transitive) to darken, to black out",,
552,عجب,ajp,Verb,"to amaze, to impress",,/wiki/%D8%B9%D8%AC%D8%A8
553,عجب,ajp,Verb,"(by extension, transitive) to be pleasing","عجبتني كتير اغنيتها.
ʕajbatni ktīr oḡnyetha.
I really liked her song.
Her song was very pleasing to me.
مش عاجبهم الشغل معها.
miš ʕājebhom iš-šoḡol maʕha.
They don't like working with her.
Work with her is not pleasing to them.",/wiki/%D8%B9%D8%AC%D8%A8
554,عجّب,ajp,Verb,"to amaze, to surprise, to astonish",,
555,عدسة,ajp,Noun,lentil,,/wiki/%D8%B9%D8%AF%D8%B3%D8%A9
556,عدسة,ajp,Noun,lens,,/wiki/%D8%B9%D8%AF%D8%B3%D8%A9
557,عدسة,ajp,Noun,contact lens,"عدسة لاصقة
ʕadase lāṣiqa
contact lens
sticking lens",/wiki/%D8%B9%D8%AF%D8%B3%D8%A9
558,عدّة,ajp,Noun,"tools, instruments","بستعمل العدّة هادي في الشغل.
bastaʕmel il-ʕidde hādi fi š-šuḡl
I use these tools for work.",
559,عدّة,ajp,Noun,"several, a number of","فيه عدّة أسباب.
fī ʕiddet ʔasbāb
There are a number of reasons.",
560,عدّة,ajp,Noun,a waiting period upon a woman after her marriage has ended,,
561,عرف,ajp,Verb,to know,"لو عرفت، كنت قلتلّك.
law ʕrift, kunt ʔoltillak.
If I had known, I would have told you.
ما بعرف وين البنك.
mā baʕref wēn il-bank.
I don't know where the bank is.
بتعرفو تسبحو؟
btiʕrefu tisbaḥu?
Do you know how to swim?",/wiki/%D8%B9%D8%B1%D9%81
562,عرنوس,ajp,Noun,"cob, ear (of corn)","عرنوس درة
ʕarnūs dura
corn cob, ear of corn",/wiki/%D8%B9%D8%B1%D9%86%D9%88%D8%B3
563,عرّف,ajp,Verb,"to inform, to let know",,
564,عرّف,ajp,Verb,to introduce (someone),,
565,عصب,ajp,Noun,nerve,"إمسك أعصابك.
ʔimsek ʔaʕṣābak
Don't get upset.
Hold your nerves.",/wiki/%D8%B9%D8%B5%D8%A8
566,عصّب,ajp,Verb,to bandage,,
567,عصّب,ajp,Verb,to get angry,,
568,عطس,ajp,Verb,to sneeze,"أي حدا بعطس لازم يستخدم محرمة وبعدين يكبّها بالزبالة.
ʔayy ḥada boʕṭos lāzem ystaḵdem maḥrame w baʕdēn ykobbha biz-zbāle
Anyone who sneezes should use a napkin and then toss it in the trash.",/wiki/%D8%B9%D8%B7%D8%B3
569,علبة,ajp,Noun,"tin, can, box","علبة كرتون
ʕulbet kartōn
cardboard box
علبة كبريت
ʕulbet kibrīt
matchbox
فتّاحة علب
fattāḥet ʕolab
can opener",/wiki/%D8%B9%D9%84%D8%A8%D8%A9
570,علم,ajp,Noun,"knowledge, science","على علمي
ʕala ʕilmi
as far as I know",/wiki/%D8%B9%D9%84%D9%85
571,علم,ajp,Noun,flag,,/wiki/%D8%B9%D9%84%D9%85
572,على,ajp,Preposition,"to, toward","الختيار راح عالمستشفى.
il-ḵityār rāḥ ʕal-mustašfa
The old man went to the hospital.
إمّي دخلت عالبيت.
ʔimmi daḵlat ʕal-bēt
My mother went into the house.
My mother entered to the house.
قدّيش دفعت عليه؟
ʔaddēš dafaʕt ʕalēh
How much did you pay for it?
How much did you pay toward it?",/wiki/%D8%B9%D9%84%D9%89
573,على,ajp,Preposition,"(location) on, onto, over","حطّه عالطاولة.
ḥoṭṭo ʕaṭ-ṭāwle
Put it on the table.",/wiki/%D8%B9%D9%84%D9%89
574,على,ajp,Preposition,"(time) at, on","خلّينا نلتقي على ساعة ستّة.
ḵallīna niltʔi ʕala sāʕa sitte
Let's meet at six o'clock.",/wiki/%D8%B9%D9%84%D9%89
575,على,ajp,Preposition,"(auxiliary) must, should","قرّرنا نعمل اللي علينا ونتّكل على ربّنا.
ʔarrarna niʕmil illi ʕalēna w nittakil ʕala rabbna
We resolved to do what we must and trust in God.
إلي عليك ألف شيكل.
ʔili ʕalēk ʔalf šēkel
You owe me one thousand shekels.
You must to me one thousand shekels.",/wiki/%D8%B9%D9%84%D9%89
576,على طول,ajp,Adverb,"at once, on the spot, then and there","لازم يدفع على طول.
lāzem yidfaʕ ʕala ṭūl
He must pay at once.
مات على طول.
māt ʕala ṭūl
He dropped dead on the spot.",/wiki/%D8%B9%D9%84%D9%89_%D8%B7%D9%88%D9%84
577,على طول,ajp,Adverb,"forever, for good","ترك شغله على طول.
tarak šuġlo ʕala ṭūl
He left his job for good.",/wiki/%D8%B9%D9%84%D9%89_%D8%B7%D9%88%D9%84
578,علّم,ajp,Verb,to teach,,
579,علّى,ajp,Verb,"to raise (the volume, one's voice, etc.)",,
580,عمر,ajp,Noun,age,"قديش عمرك؟
ʔaddēš ʕumrak?
How old are you?
How much is your age?
عمري تلاتين (سنة).
ʕumri talātīn (sane).
I'm thirty years old.
My age is thirty (years).
الناس اللي أعمارهم بالستّين لازم يروحو عند الدكتور أكتر من مرّة بالسنة.
in-nās illi ʔaʕmārha bis-sittīn lāzem yrūḥu ʕind id-doktōr ʔaktar min marra bis-sane.
People in their sixties should go to the doctor more than once a year.
People that their ages are in the sixties should go to the doctor more than once a year.",/wiki/%D8%B9%D9%85%D8%B1
581,عمر,ajp,Noun,"lifetime, life span",,/wiki/%D8%B9%D9%85%D8%B1
582,عمر,ajp,Noun,"(by extension, with enclitic determiner) ever, never","عمرك رحت ع فلسطين؟
ʕomrak ruḥt ʕ falasṭīn
Have you ever gone to Palestine?",/wiki/%D8%B9%D9%85%D8%B1
583,عمل,ajp,Verb,to do,"شو بتحبّ نعمل؟
šu bitḥebb niʕmil?
What would you like for us to do?
يلّا تعالي، شو بتعملي؟
yalla taʕāli, šu btiʕmili?
Come on, what are you doing?",/wiki/%D8%B9%D9%85%D9%84
584,عمل,ajp,Verb,"to make, to prepare","عملتلي دور.
ʕimlatli dōr.
She made an appointment for me.
رح أعملكم أشياء زاكية.
raḥ ʔaʕmilkom ʔašyāʔ zākye.
I'm going to prepare some sweets for you.",/wiki/%D8%B9%D9%85%D9%84
585,عمل,ajp,Verb,"(reflexive) to act (a certain way), to pretend","عمل حاله نايم.
ʕimil ḥālo nāyem.
He acted like he was asleep.",/wiki/%D8%B9%D9%85%D9%84
586,عمّ,ajp,Noun,paternal uncle (father's brother),,
587,عمّ,ajp,Noun,father-in-law,,
588,عمّ,ajp,Particle,used to stress the ongoing nature of an action,"عمّ بشرب قهوة.
ʕam bašrab ʔahwe.
I'm drinking coffee right now.",
589,عمّر,ajp,Verb,"to build, to rebuild",,
590,عنب,ajp,Noun,(uncountable) grapes,"عنبة / حبة عنب
ʕinbe / ḥabbet ʕineb
a grape",/wiki/%D8%B9%D9%86%D8%A8
591,عند,ajp,Preposition,at (the physical or abstract location of something or someone),"عند الباب
ʕind il-bāb
at the door
عند الدكتور
ʕind id-doktōr
at the doctor's
فيه كتير مشاكل سياسيّة عند العرب.
fīh ktīr mašākel siyāsiyye ʕind il-ʕarab
Arabs have a lot of political problems.
There are a lot of political problems at the Arabs'.",/wiki/%D8%B9%D9%86%D8%AF
592,عند,ajp,Preposition,(by extension) to have,"عندي واجبات كتير.
ʕindi wajbāt ktīr
I have a lot of homework.
A lot of homework is at me.
كانت عندي واجبات كتير.
kānat ʕindi wajbāt ktīr
I had a lot of homework.
A lot of homework was at me.
خلي عندك شوية احترام.
ḵalli ʕindak šwayyet iḥtirām.
Have a little respect.",/wiki/%D8%B9%D9%86%D8%AF
593,عنّد,ajp,Verb,"to persist, to be stubborn",,
594,غامق,ajp,Adjective,dark (colour),"أزرق غامق
ʔazraʔ ḡameʔ
dark blue",/wiki/%D8%BA%D8%A7%D9%85%D9%82
595,غرفة,ajp,Noun,room,"غرفة النوم
ḡurfet in-nōm
bedroom
غرفة الصفرة
ḡurfet iṣ-ṣufra
dining room",/wiki/%D8%BA%D8%B1%D9%81%D8%A9
596,غسل,ajp,Verb,(transitive) to wash (things),,/wiki/%D8%BA%D8%B3%D9%84
597,غسل,ajp,Verb,"(intransitive) to launder, to do the laundry",,/wiki/%D8%BA%D8%B3%D9%84
598,غسّل,ajp,Verb,"to wash (one's hands, face etc.)","لازم نغسّل إيدينا كتير منيح عالقليلة عشرين ثانية.
lāzem nḡassel ʔīdēna ktīr mnīḥ ʕal-ʔalīle ʕašrīn ṯānye.
We should wash our hands well for at least twenty seconds.
ممنوع حد يمسك وجهه من دون ما يكون مغسّل إيديه.
mamnūʕ ḥad yimsek wijho min dūn mā ykūn mḡassal ʔīdēh.
Nobody may touch (lit. grab) their face without their hands having been washed.",
599,غلب,ajp,Verb,to defeat,,/wiki/%D8%BA%D9%84%D8%A8
600,غلط,ajp,Verb,to make a mistake,,/wiki/%D8%BA%D9%84%D8%B7
601,غلط,ajp,Verb,"(+ على‎) to wrong, to offend, to insult","ما تسمح لحدا مين ما كان يغلط عليك.
mā tismaḥ la-ḥada mīn mā kān yiḡlaṭ ʕalēk
Don't let anyone — whoever it may be — insult you.",/wiki/%D8%BA%D9%84%D8%B7
602,غلط,ajp,Noun,"mistake, error",,/wiki/%D8%BA%D9%84%D8%B7
603,غلط,ajp,Noun,"wrong, incorrect","الجواب غلط.
il-jawāb ḡalaṭ
The answer is wrong.
فهمتني غلط.
fhemt-ni ḡalaṭ
You misunderstood me.",/wiki/%D8%BA%D9%84%D8%B7
604,غلّب,ajp,Verb,"(transitive) to bother, to be a nuisance",,
605,غلّب,ajp,Verb,"(reflexive, by extension) to take the trouble","شكرًا ماما، غلّبتي حالك.
šukran māmā, ḡallabti ḥālek
Thanks mom, you didn't have to.
Thanks mom, you took the trouble [to do it].",
606,غير,ajp,Noun,"except, apart from",,/wiki/%D8%BA%D9%8A%D8%B1
607,غير,ajp,Noun,"other, another, else, different","اعطيني واحد غيره.
aʕṭīni wāhed ḡēro
Give me a another one (instead).",/wiki/%D8%BA%D9%8A%D8%B1
608,غير,ajp,Noun,"un-, in-, dis- (turning the meaning of nouns and adjectives into the opposite)","غير مباشر
ḡēr mubāšer
indirect
غير قانوني
ḡēr qanūnī
illegal, against the law",/wiki/%D8%BA%D9%8A%D8%B1
609,غيم,ajp,Noun,(collective) clouds,,/wiki/%D8%BA%D9%8A%D9%85
610,غيّر,ajp,Verb,"(transitive) to change, to alter",,
611,غيّم,ajp,Verb,to become cloudy,"(الدنيا) عم بتغيّم.
(id-dinya) ʕam bitḡayyem.
It's cloudy.",
612,ـة,ajp,Suffix,Ending of most feminine nouns in the singular,,
613,ـة,ajp,Suffix,Feminine suffix for nouns referring to people,,
614,ـة,ajp,Suffix,Feminine suffix for adjectives,,
615,ـة,ajp,Suffix,Singulative suffix from collective nouns (they become grammatically feminine),,
616,ـجي,ajp,Suffix,Forms nouns referring to occupations.,"دكّانجي
dukkanji
shopkeeper
كهربجي
kahrabji
electrician",
617,ـجي,ajp,Suffix,Forms adjectives indicating a character trait.,"حكوجي
ḥakwaji
talkative",
618,ـش,ajp,Suffix,"don't, didn't (negation of verbs)","بحكيش إنكليزي
biḥkīš ʔinglīzi
he doesn't speak English
ما بحكيش إنكليزي
ma biḥkīš ʔinglīzi
he doesn't speak English
تنساش
tinsāš
don't forget
ما تنساش
ma tinsāš
don't forget
ما كتبش
ma katabš
he didn't write",
619,ـك,ajp,Suffix,,,
620,ـك,ajp,Suffix,Enclitic form of إنت‎ (ʔinta),,
621,ـك,ajp,Suffix,"you, your (masculine)",,
622,ـك,ajp,Suffix,,,
623,ـك,ajp,Suffix,Enclitic form of إنتي‎ (ʔinti),,
624,ـك,ajp,Suffix,"you, your (feminine)",,
625,ـكم,ajp,Suffix,,,
626,ـكم,ajp,Suffix,Enclitic form of إنتو‎ (ʾintu),,
627,ـكم,ajp,Suffix,"you, your (plural)",,
628,ـه,ajp,Suffix,,,
629,ـه,ajp,Suffix,Enclitic form of هو‎ (huwwe),,
630,ـه,ajp,Suffix,"he, him, his",,
631,ـو,ajp,Suffix,"Alternative spelling of ـه‎ (“he, him, his”) after a consonant",,
632,ـو,ajp,Suffix,attached to kinship terms in order to form terms of endearment,,
633,ـين,ajp,Suffix,Dual suffix,,
634,ـين,ajp,Suffix,Masculine plural suffix for nouns referring to people,,
635,فات,ajp,Verb,"to enter, to go in, to come in (+ على‎)","تفضّل فوت!
tfaḍḍal fūt!
Please come in!
فاتت على غرفتها.
fātat ʕala ḡorfetha.
She went into her room.
فيه ناس بحكوا إذا إنت جبت معدّل عالي، حرام تفوت غير الطبّ .
'fī nās biḥku ʔiza ʔinta jibt muʿʕaddal ʕāli, ḥarām tfūt ḡēr iṭ-ṭibb.
There are people who say that if you got a high GPA, it's wrong to go into anything but medicine.",/wiki/%D9%81%D8%A7%D8%AA
636,فات,ajp,Verb,"(+ في) to bump into, to collide with (someone or something)",,/wiki/%D9%81%D8%A7%D8%AA
637,فات,ajp,Verb,"(intransitive, of time) to pass","لسّا ما فاتش الوقت.
lissa mā fātš il-waʔt.
There's still time.
The time still didn't pass.
خلّينا نروح عالدكّان قبل ما يفوت الوقت.
ḵallīna nrūḥ ʕad-dukkān ʔabl mā yfūt il-waʔt.
Let's go to the store before it's too late.
Let's go to the store before the time passes.",/wiki/%D9%81%D8%A7%D8%AA
638,فاتح,ajp,Adjective,(of an establishment) open,,/wiki/%D9%81%D8%A7%D8%AA%D8%AD
639,فاتح,ajp,Adjective,"pale, light (colour)","أزرق فاتح
ʔazraʔ fāteḥ
light blue",/wiki/%D9%81%D8%A7%D8%AA%D8%AD
640,فاصوليا,ajp,Noun,(uncountable) beans,"حبة فاصوليا
ḥabbet faṣūlya
a bean",/wiki/%D9%81%D8%A7%D8%B5%D9%88%D9%84%D9%8A%D8%A7
641,فتّاحة,ajp,Noun,opener,"فتّاحة قناني
fattāḥet ʔānāni
bottle opener, corkscrew
فتّاحة علب
fattāḥet ʕolab
can opener",
